text,label,auto_label_confidence,label_encoded
"""ubah layanan",Problem,0.0,2
"""kalau aku mau mengajukan penutupan akun apakah bisa?",Information,1.0,1
"""syarat dan ketentuan layanan biznet home",Information,1.0,1
"""cara melakukan registrasi ulang",Problem,0.0,2
"""jaminan gangguan layanan",Problem,1.0,2
"""jumlah channel tv yang terdapat di dalam layanan biznet biznet iptv",Problem,0.0,2
"""masa tenggang biznet",Problem,0.0,2
"""bagaimana cara ikut prooo?",Information,1.0,1
"""bagaimana cara ikut promo?",Information,1.0,1
"""ada promo apa saja yang berlaku?",Information,1.0,1
"""bagimana mau promo 9+3?",Information,1.0,1
"""kalo promo 3+1 gimana?",Information,1.0,1
"""promo 8+4 ada?",Information,1.0,1
"""saya maunya promo 6+6",Information,1.0,1
"""biaya instalasi",Information,1.0,1
"""mau 12+5 deh kak",Problem,0.0,2
"""biaya perangkat biznet wifi fiber modem",Problem,0.5,2
"""biaya  home internet 0ds",Information,1.0,1
"""saya mau terminasi",Request,1.0,3
"""biaya perangkat  layanan biznet iptv",Information,1.0,1
"""biaya yang timbul akibat relokasi",Request,0.5,3
"""biaya setiap bulan  biznet iptv",Information,1.0,1
"""garansi untuk perangkat biznet wifi fiber modem",Problem,1.0,2
"""garansi perangkat biznet iptv stb",Problem,0.0,2
"""biaya sewa perangkat setiap bulan  biznet wifi fiber modem",Problem,0.5,2
"""biaya penalti apabila pelanggan melakukan terminasi sebelum habis masa kontrak",Request,0.5,3
"""berapa lama proses instalasi hingga layanan aktif",Information,1.0,1
"""proses penjadwalan instalasi, aktivasi dan relokasi membutuhkan waktu?",Request,0.8,3
"""ara mempercepat jaringan wifi biznet",Problem,0.0,2
"""cara mempercepat jaringan wifi biznet",Problem,0.0,2
"""cara mengatasi wifi biznet lemot",Problem,1.0,2
"""biznet smart internet wifi",Problem,0.0,2
"""bagaimana cara terminasi",Request,0.5,3
"""apakah modem saya akan dilakukan pengambilan?",Problem,0.6666666666666666,2
"""apakah ada biaya terminasi?",Information,0.6,1
"""syarat mengajukan terminasi apa saja?",Information,0.7142857142857143,1
"""saya mau ganti modem",Problem,1.0,2
"""bagaimana cara ganti modem",Problem,0.5,2
"""cara ganti modem rusak",Problem,1.0,2
"""cara beli router tambahan",Problem,1.0,2
"""apakah bisa memanggil teknisi untuk setting router?",Problem,0.6666666666666666,2
"""bagaimana cara memindahkan modem biznet?",Information,0.6,1
"""jenis paket internet biznet apa saja?",Information,1.0,1
"""perbedaan jenis ip layanan biznet apa saja?",Information,1.0,1
"""paket 1d jenis ip apa?",Information,1.0,1
"""paket 2d jenis ip apa?",Information,1.0,1
"""paket 3d jenis ip apa?",Information,1.0,1
"""bandiwth 1d berapa?",Information,1.0,1
"""bandiwth 2d berapa?",Information,1.0,1
"""bandiwth 3d berapa?",Information,1.0,1
"""bagaimana cari downgrade?",Request,0.6666666666666666,3
"""bagaimana cara upgrade?",Information,0.6,1
"""internet saya putus sambung",Problem,1.0,2
"""ada lampu loss merah",Problem,0.0,2
"""bagaimana cara cek status modem?",Information,0.6,1
"""apakah ada layanan ip statik?",Information,1.0,1
"""bagaimana agar ip saya berubah?",Information,1.0,1
"""modam saya mati total",Problem,1.0,2
"""bagaimana cek sisa kuota saya?",Information,1.0,1
"""bagaimana cara ganti password wifi",Information,1.0,1
"""bagaimana cek apakah modem sudah support 5g?",Problem,0.6666666666666666,2
"""kapan saya harus isi ulang kuota?",Information,1.0,1
"""bagaimana cara beli xtra kuota?",Information,1.0,1
"""berapa jumlah bandwodth over kuota?",Information,1.0,1
"""berapa perangkat untuk 0d?",Information,1.0,1
"""berapa perangkat untuk 1d?",Information,1.0,1
"""berapa perangkat untuk 2d?",Information,1.0,1
"""berapa perangkat untuk 3d?",Information,1.0,1
"""berapa perangkat untuk 0ds?",Information,1.0,1
"""berapa perangkat untuk 1ds?",Information,1.0,1
"""berapa perangkat untuk 2ds?",Information,1.0,1
"""berapa perangkat untuk 3ds?",Information,1.0,1
"""berapa perangkat untuk 0dw?",Information,1.0,1
"""berapa perangkat untuk 1dw?",Information,1.0,1
"""berapa perangkat untuk 2dw?",Information,1.0,1
"""berapa perangkat untuk 3dw?",Information,1.0,1
"""berapa perangkat untuk 1dn?",Information,1.0,1
"""paket 1dn untuk area mana?",Information,1.0,1
"""paket 1ds untuk area mana?",Information,1.0,1
"""harga net dari layanan 3d gamers berapa?",Information,1.0,1
"""layanan yang di sarankan untuk menggunakan cctv",Problem,0.0,2
"""layanan biznet home yang di rekomendasikan untuk main game",Problem,0.0,2
"""internet lambat sekali, ada saran mengatasinya?",Problem,0.6666666666666666,2
"""keunggulan layanan 0d apa aja ya",Problem,0.0,2
"""apakah layanan biznet home 0d dapat digunakan untuk cctv?",Information,1.0,1
"""internet saya lampu los berkedip, itu kenapa ya?",Problem,0.75,2
"""jika internet putus nyambung itu kenapa ya?",Problem,0.75,2
"""saya dan tetangga saya internetnya biznetnya mati, itu kenapa ya?",Problem,0.75,2
"""ada promo apa saja pada bulan desember ini?",Information,1.0,1
"""kalo saya mau promo 3+1 layanan 0d, kena berapa tagihannya?",Information,1.0,1
"""bisa tidak pengajuan iptv untuk layanan 0d?",Information,1.0,1
"""layanan apa ya kalo saya mau pasang iptv yang cocok?",Information,1.0,1
"""saya mau pasang iptv dong, gimana caranya?",Information,1.0,1
"""kalo layanan saya 1d dan ingin menggunakan iptv, tagihannya di kenakan berapa?",Information,1.0,1
"""untuk stb iptv free atau dikenakan biaya?",Information,1.0,1
"""layanan 3d tidak dapat buka game ps4 online, itu kenapa?",Problem,0.5,2
"""jika kita tidak dapat akses website game steam dengan menggunakan layanan 3d itu kenapa ya?",Problem,0.5,2
"""saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?",Problem,0.5,2
"""layanan saya biznet 3d, saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?",Problem,0.5,2
"""internet saya down sejak semalam bisa di bantu?",Problem,0.6666666666666666,2
"""tanggal berapa biasanya akan terdebet untuk kartu kredit?",Information,1.0,1
"""tanggal berapa biasanya akan terdebet untuk payment via kartu kredit?",Information,1.0,1
"""internet saya down bisa di cek",Problem,1.0,2
"""di area gunung putri sudah ada jaringan belum?",Information,1.0,1
"""halo internet saya down",Problem,1.0,2
"""internet saya down",Problem,1.0,2
"""cara rubah paket gimana",Problem,0.0,2
"""halo internet saya down bisa di cek?",Problem,0.6666666666666666,2
"""harga biznet home 1d berapa ya?",Information,1.0,1
"""harga biznet home 1d berapa?",Information,1.0,1
"""bisa di bantu informasikan menu quota tambahan biznet home?",Information,1.0,1
"""apakah quota tambahan akan hangus jika fup utama sudah reset?",Information,1.0,1
"""apakah extra quota memiliki harga yang sama pada setiap layanan biznet home?",Information,1.0,1
"""langkah langkah lakukan bridge modem biznet bagaimana?",Problem,0.6666666666666666,2
"""jika router external kami rusak, apakah dapat dibantu dari sisi biznet?",Problem,0.6666666666666666,2
"""apakah pergantian layanan menghanguskan sisa masa aktif?",Information,1.0,1
"""apakah dikenakan biaya tambahan jika ingin merubah layanan?",Information,1.0,1
"""apakah pergantian layanan dan pembelian modem bisa di proses secara bersamaan?",Problem,0.6666666666666666,2
"""apakah pembelian modem akan menghanguskan sisa masa aktif?",Problem,0.6666666666666666,2
"""saya ingin membeli modem dengan layanan 1d, berapa biaya yang harus saya keluarkan?",Information,0.7142857142857143,1
"""apakah kita dapat masuk ke pengaturan modem pribadi?",Problem,0.6666666666666666,2
"""saya ingin mengganti password wifi secara mandiri, apakah dapat dilakukan?",Information,1.0,1
"""saya tidak dapat akses website tertentu, dapat dibantu?",Information,1.0,1
"""saya tidak dapat akses youtube.com, apakah dapat dibantu?",Information,1.0,1
"""jika saya relokasi apakah dikenakan biaya?",Information,0.6,1
"""bagaimana cara setting smtp email menggunakan jaringan biznet",Information,1.0,1
"""saya ingin pindah dari jakarta ke bali, apakah dapat dilakukan relokasi?",Request,0.6666666666666666,3
"""apakah saya perlu membwa modem ke lokasi baru jika ingin relokasi?",Problem,0.4,2
"""kenapa koneksi saya sering rto ketika akses beberapa website?",Problem,0.5,2
"""jika saya ingin memindahkan modem dari lantai 1 ke lantai 2, apakah dikenakan biaya?",Information,0.6,1
"""saya ingin menambah router tamban untuk memperluas jaringan biznet, apakah ada rekomendasi perangkat?",Problem,0.6666666666666666,2
"""kenapa saya tidak bisa akses disney hotstar? keterangannya koneksi saya menggunakan vpn",Problem,0.75,2
"""apakah *deco m4 tp-link mesh* menggunakan kabel atau wireless?",Information,1.0,1
"""bagaimana cara saya mengetahui ip dari game di pc saya?",Information,1.0,1
"""apakah biznet home meyediakan ip static?",Information,1.0,1
"""kenapa jaringan saya suka up down dalam beberapa hari terakhir?",Problem,0.75,2
"""saya ingin membuka warnet, layanan biznet apa yang cocok untuk warnet?",Information,1.0,1
"""apakah untuk layanan 3d mendapatkan ip static?",Information,1.0,1
"""bisa dibantu langkah untuk mengatur nat pada playstation?",Information,1.0,1
"""bagaimana saya cek sisa kuota saya?",Information,1.0,1
"""apakah layanan 0d dapat digunakan sampai dengan 10 perangkat?",Information,1.0,1
"""saya ingin mengaktifkan akun saya kembali namun saya terakhir melakukan pembayaran 2 bulan yang lalu. apakah bisa di bantu?",Request,0.6666666666666666,3
"""saya tidak dapat akses game handphone melalui biznet home 1d, ada saran?",Information,1.0,1
"""saya ingin membeli modem apakah bisa di proses di hari ini?",Problem,0.4,2
"""saya ingin membayarkan tagihan melalui bank bsi, apakah bisa?",Information,1.0,1
"""remote iptv saya rusak",Problem,0.0,2
"""apakah ip akan terganti jika kita restart modem dengan layanan bizne home?",Problem,0.6666666666666666,2
"""berapa biaya pergantian remote iptv",Information,1.0,1
"""saya ingin mengganti data pada akun layanan saya, bisa dibantu?",Information,1.0,1
"""berapa lama garansi modem biznet?",Information,0.6,1
"""apakah biznet ada sistem kontrak untuk pemasangan baru?",Request,0.8,3
"""bukti pembayaran saya belum terima",Problem,0.0,2
"""bagaimana cara saya merubah password wifi saya?",Information,1.0,1
"""berapa kapasitas bandwidth yang bisa di dapatkan jika saya menggunakan kabel lan?",Information,1.0,1
"""saya mau cek quota saya",Problem,0.0,2
"""bagaimana cara ubah jaringan saya dengan mode bridge",Information,1.0,1
"""internet saya tidak bisa di gunakan pada macbook saya",Problem,1.0,2
"""kenapa bandwidth saya tidak sesuai dengan paket yang saya ambil",Information,0.6666666666666666,1
"""kenapa saya tidak bisa menggunakan port 525",Problem,1.0,2
"""bagaimana cara membatasi penggunaan koneksi di modem biznet",Problem,0.5,2
"""bagaimana cara aktivasi akun mybiznet?",Information,1.0,1
"""internet saya lambat bandwidthnya tidak sesuai",Problem,1.0,2
"""bagaimana cara cek ping dan tracert",Information,1.0,1
"""bagaimana jika saya ingin melakukan penambahan layanan pemasangan di lokasi baru?",Request,0.6666666666666666,3
"""saya mau melakukan perpanjangan wifi",Problem,0.0,2
"""saya ingin tau promo yang berlaku",Information,1.0,1
"""berapa nomor virtual account untuk melakukan pembayaran.",Information,1.0,1
"""nomor virtual account bsi",Problem,0.0,2
"""info masa tenggang",Information,1.0,1
"""cara perpanjang",Request,1.0,3
"""cara langganan iptv gimana",Problem,0.0,2
"""bisa combo sama home 0d ngga",Problem,0.0,2
"""kalau dicombo sama 1d bisa?",Information,1.0,1
"""jadi total tagihan aku kalau sama iptv berapa?",Information,1.0,1
"""lupa email login aplikasi",Problem,0.0,2
"""mau tanya kok tempat saya ssidnya hilang ya ?",Problem,0.5,2
"""sudah, tapi masih hilang",Problem,0.0,2
"""parameter modem normal apa",Problem,1.0,2
"""pon blinking",Problem,0.0,2
"""mau downgrade",Request,1.0,3
"""kalau downgrade sekarang, masa aktifku gimana?",Request,0.6666666666666666,3
"""masa aktifku sampai kapan?",Information,1.0,1
"""berarti ngga bisa downgrade sekarang ya?",Request,0.5,3
"""paket yang lebih rendah dari yg kupakai sekarang ada apa aja?",Information,1.0,1
"""ada kompensasi ngga kalau nanti ada kendala",Problem,1.0,2
"""kalau mau minta invoice gimana",Request,1.0,3
"""kalau ngga bisa bayar lebih dari 45 hari gimana min",Problem,1.0,2
"""kok ga bisa akses situs perbankan",Problem,1.0,2
"""min mau daftar untuk di  jl tlk lampung",Problem,0.0,2
"""di lampung ada paket apa aja",Information,1.0,1
"""biaya instalasi sama modem berapa?",Information,0.7142857142857143,1
"""ada promo apa aja untuk lampung",Information,1.0,1
"""cara pasang baru, di jl pulau sulawesi",Request,1.0,3
"""sulawesi ada paket apa aja",Information,1.0,1
"""kalau mau relokasi gimana",Request,1.0,3
"""mau ubah status modem jadi buy min",Problem,1.0,2
"""mau ikut promo",Information,1.0,1
"""cara login ke aplikasi gimana",Problem,0.0,2
"""cara beli ekstra kuota gimana",Problem,0.0,2
"""itu kapan resetnya",Information,1.0,1
"""mau terminasi",Request,1.0,3
"""min sewa sama beli modem bedanya apa",Problem,1.0,2
"""min portnya keblokir",Problem,0.0,2
"""tipe kabelnya apa min",Problem,0.0,2
"""biznet jualan router ngga biar sinyal jauh",Problem,1.0,2
"""mau pindah modem cuman geser dikit gimana caranya",Problem,1.0,2
"""min, tv ngga ada channel",Problem,0.0,2
"""ada internet ngga bisa browsing",Problem,1.0,2
"""min dns biznet apa",Problem,0.0,2
"""ngga bisa kirim email pakai internet biznet",Problem,1.0,2
"""username password pppoe aku apa",Problem,1.0,2
"""mau setting modem sendiri gimana caranya",Problem,1.0,2
"""cara tau vlan id gimana min",Problem,0.0,2
"""bisa nambah modem lagi min?",Problem,0.6666666666666666,2
"""harga pasang baru di lokasi sama min",Request,0.5,3
"""ada paket apa aja min",Information,1.0,1
"""mau cek kuota dong",Problem,0.0,2
"""paket biznet",Problem,0.0,2
"""cara login ke aplikasi genana ?",Information,1.0,1
"""web biznet",Problem,0.0,2
"""halo internet saya down bisa di bantu cek?",Problem,0.6666666666666666,2
"""internet down sejak semalam",Problem,1.0,2
"""kalo beli modem beraps",Problem,1.0,2
"""min informasi paket yang bisa 10 device",Information,1.0,1
"""cara download aplikasi my biznet dimana",Information,1.0,1
"""saya ingin berlangganan namun bingung harus mulai darimana?",Information,1.0,1
"""cara mengetahui alamat sudah tercover atau belum gimana?",Information,1.0,1
"""jalan aster blok d5 no6 kelurahan sukatani kecamatan tapos kota depok kode pos 16454 apakah sudah tercover jaringan interner biznet?",Information,1.0,1
"""untuk proses selanjutnya jika alamat tempat tinggal saya sudah tercover jaringan biznet seperti apa atau bagimana?",Information,1.0,1
"""jl. kerajinan 1 puri bunga amanah blok c/13 udah ke cover belum",Problem,0.0,2
"""saya sudah membuka website biznethome.net namun tidak menemukan menu pendaftaran, bisa dibantu?",Information,1.0,1
"""min internet lambat",Problem,1.0,2
"""min internet dirumah indikator los nya merah, kenapa ya?",Problem,0.75,2
"""kalau internet lambat disebabkan apa min",Problem,1.0,2
"""perbedaan ip biznet home 0d sama gamers 3d apa min",Problem,0.0,2
"""cara ganti nama akun gimana",Problem,0.0,2
"""kalau ganti nama akun, ada biaya nya engga?",Information,1.0,1
"""pengen ganti paket 25 mbps ada ga?",Request,0.6666666666666666,3
"""harga biznet home 1 d berapa?",Information,1.0,1
"""harga biznet home 1d berapa?",Information,1.0,1
"""internet down, bagaimana ni?",Problem,0.6666666666666666,2
"""cara ganti password secara mandiri gmna",Problem,0.0,2
"""min modem saya gak mau nyala",Problem,1.0,2
"""biznet home ada batas pembayaran ga?",Information,1.0,1
"""internet down nih",Problem,1.0,2
"""internet down nih gemana ?",Problem,0.6666666666666666,2
"""min kalau modem rusak gimana ya?",Problem,0.6666666666666666,2
"""min saya bisa ga menonaktifkan layanannya dulu 2 bulan",Problem,0.0,2
"""jika sedang terjadi gangguan massal atau kendala area dari sisi biznet apakah pelanggan akan dapat informasi terkait hal tersebut tanpa harus menanyakan?",Problem,0.5714285714285714,2
"""biznet ada layanan free wifi di tempat umum ga?",Information,1.0,1
"""saya ingin menggunakan cctv, paket layanan biznet home apa yang cocok untuk penggunaan cctv?",Information,1.0,1
"""min biznet ada perangkat buat memperluas jangkauan wifi engga?",Information,1.0,1
"""min layanan biznet home bisa buat rt rw net engga?",Information,1.0,1
"""min saya dibatam, kena ppn 11% ga?",Information,1.0,1
"""kapan sebaiknya saya melakukan perubahan paket layanan internet saya?",Information,1.0,1
"""min reset fup tanggal berapa",Information,1.0,1
"""saya ingin merubah skema penggunaan modem saya saat ini dari sewa menjadi beli apakah bisa?",Problem,0.6666666666666666,2
"""jika saya melakukan pembelian modem apakah biaya sewa yang selama ini dikenakan akan hilang? dan apa keuntungan yang pelanggan dapatkan dari melakukan pembelian modem?",Information,0.6,1
"""kalau berhenti berlangganan gimana caranya",Request,1.0,3
"""biaya relokasi berapa min?",Information,0.7142857142857143,1
"""apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?",Problem,0.6666666666666666,2
"""ada garansi untuk perangkat *tp-link deco m4 smart internet mesh wifi* setelah pembelian ga",Problem,0.0,2
"""berapa lama waktu yang dibutuhkan untuk melakukan pembelian modem?",Information,0.6,1
"""jika saya tetap menggunakan modem dengan skema, dan terjadi kerusakan pada modem, apakah bisa dilakukan perbaikan atau pergantian untuk modemnya?",Problem,0.6666666666666666,2
"""ada garansi untuk perangkat set top box untuk biznet iptv ga min",Problem,0.0,2
"""min tolong kirimkan teknisi kelokasi, modem saya los",Problem,0.6666666666666666,2
"""min kalau pindahin perangkat ke sebelah rumah bayar ga?",Information,1.0,1
"""min kirimin pricelist paket internet",Problem,0.0,2
"""internet saya sangat lambat, apakah dapat dibantu dioptimalkan?",Problem,0.6666666666666666,2
"""min di app mybiznet bisa beli promo engga?",Information,1.0,1
"""min saya punya 2 perangkat dengan id layanan yang berbeda, tapi ko di app mybiznet cuma 1 yang terbaca",Problem,0.0,2
"""kenapa speed upload dan download jaringan internet biznet saya tidak simetris?",Problem,0.5,2
"""min kalau ganti paket tapi cuma 2 hari bisa engga?",Request,0.6666666666666666,3
"""untuk perubahan paket layanan membutuhkan waktu berapa lama?",Information,1.0,1
"""min saya sewa modem biznet, tapi pengen ganti modem baru bisa engga?",Problem,0.6666666666666666,2
"""apakah mybiznet sudah tersedia di playstore atau appstore?",Information,1.0,1
"""bagaimana cara login ke mybiznet apakah ada tutorial atau langkah langkahnya?",Information,1.0,1
"""saya ingin melakukan relokasi, namun untuk lokasi baru saya belum tercakup jaringan internet biznet, apa yang harus saya lakukan?",Request,0.6666666666666666,3
"""min cara liat id pembayaran dimana",Information,1.0,1
"""saya melakukan salah bayar tagihan hanya karena salah 1 digit saat memasukan nomor billing id, apakah ada solusi?",Information,1.0,1
"""saya melakukan pembayaran tagihan internet biznet namun nominal nya kelebihan, apakah pembayaran saya tetap di proses?",Information,1.0,1
"""cara memblokir pengguna wifi gimana",Problem,0.0,2
"""berapa harga perbulan untuk layanan iptv dan apakah saya perlu melakukan pembelian alatnya?",Information,1.0,1
"""ada berapa channel yang tersedia pada layanan iptv biznet?",Information,1.0,1
"""min kalau saya pake perangkat modem temen saya bisa ga? sama sama biznet",Problem,0.6666666666666666,2
"""halo, bagaimana cara berlangganan?",Information,1.0,1
"""iya saya memerlukan bantuan, boleh berbicara dengan live agent?",Information,1.0,1
"""halo",Problem,0.0,2
"""layanan saya biznet 3d, saat akses game cukup lambat, namun akses youtube normal, ada solusinya ga?",Problem,0.6666666666666666,2
"""halo saya ingin menghubungi customer service",Problem,0.0,2
"""apakah deco m4 tp-link mesh bisa digunakan untuk bangunan bertingkat?",Information,1.0,1
"""saya mau topup",Problem,0.0,2
"""saya mau renewal",Problem,0.0,2
"""customer service",Problem,0.0,2
"""masa aktif saya brp?",Information,1.0,1
"""btn_chat_live_agent",Problem,0.0,2
"""hubungi live agent",Problem,0.0,2
"""mo beli extra quota",Problem,0.0,2
"""itu (kuota fup) kapan resetnya",Information,1.0,1
"""min, ada beberapa channel tv yang ilang",Problem,0.0,2
"""apakah saya bisa datang langsung datang ke cabang biznet terdekat dari lokasi saya untuk menanyakan terkait ingin melakukan pendaftaran jaringan internet biznet dirumah saya?",Information,1.0,1
"""ada garansi untuk perangkat tp-link deco m4 smart internet mesh wifi setelah pembelian ga",Problem,0.0,2
"""min kendala ke facebook berikut hasil tracert : tracing route to facebook.com [31.13.95.35]\nover a maximum of 30 hops:\n\n  1     1 ms    <1 ms    <1 ms  192.168.240.1\n  2     1 ms     2 ms     1 ms  172.16.4.2\n  3     3 ms     5 ms     3 ms  202.169.33.1\n  4     3 ms     3 ms     3 ms  182.253.255.90\n  5     3 ms     6 ms     3 ms  ae0.pr03.cgk1.tfbnw.net [157.240.86.242]\n  6     2 ms     2 ms     2 ms  po203.asw02.cgk1.tfbnw.net [129.134.39.48]\n  7     2 ms     2 ms     3 ms  psw01.cgk1.tfbnw.net [129.134.58.47]\n  8     2 ms     2 ms     2 ms  msw1ag.02.cgk1.tfbnw.net [129.134.91.183]\n  9     2 ms     2 ms     2 ms  edge-star-mini-shv-02-cgk1.facebook.com [31.13.95.35]",Problem,1.0,2
"""ow gitu coy, kalo masih lambat gimana",Problem,1.0,2
"""internet saya down bisa di cek?",Problem,0.6666666666666666,2
"""apakah jika modem rusak bisa diganti dengan yang baru?",Problem,0.6666666666666666,2
"""apakah bisa request untuk pembayaran setiap ditanggal tertentu?",Information,1.0,1
"""bagimana prosedur berhenti berlangganan iptv?",Request,0.6666666666666666,3
"""bagimana cara add on extra kouta?",Request,0.6666666666666666,3
"""channel tv yang tersedia dibiznet apa saja?",Information,1.0,1
"""apakah jaringan biznet bisa dikomersilkan?",Information,1.0,1
"""apakah ada diskon untuk pembelian modem?",Information,0.6,1
"""cara request perapihan kabel",Problem,0.0,2
"""estimasi kedatangan teknisi",Problem,0.0,2
"""jika modem saya rusak apa indikasinya?",Problem,0.6666666666666666,2
"""internet di lokasi lama buat main mobile legends",Problem,0.0,2
"""internet down",Problem,1.0,2
"""apakah akun kompliment jika ingin relokasi dikenakan biaya?",Information,0.6,1
"""layanan iptv dapat channel apa saja?",Information,1.0,1
"""jika saya ingn tambah mikrotik apakah bisa?",Information,1.0,1
"""sebagai router tambahan",Problem,1.0,2
"""saya ingin ubah layanan apakah bisa dibantu",Problem,0.0,2
"""bagaimana cara optimalkan jaringan secara mandiri?",Information,1.0,1
"""bagaimana jika saya putus jaringan sebelum masa kontrak?",Problem,0.6666666666666666,2
"""bagaimana saya tahu wifi saya diretas orang lain?",Information,1.0,1
"""apakah modem biznet support 6g?",Problem,0.6666666666666666,2
"""apakah jika saya pindah ke malaysia jaringan biznet saya bisa ikut dipindah?",Information,1.0,1
"""apakah biznet ada paket yang harganya 150.000?",Information,1.0,1
"""apakah saya bisa ubah nomor telepon?",Information,1.0,1
"""apakah ada promo perpanjangan layanan?",Information,1.0,1
"""jika saya ingin daftar biznet untuk kosan baiknya menggunakan layanan yang mana?",Information,1.0,1
"""apakah layanan metronet bisa untuk rumahan?",Information,1.0,1
"""saya butuh layanan dengan ip yang tidak berubah ubah",Problem,0.0,2
"""jika saya pakai paket gamers apakah ip yang saya dapat akan berubah ubah?",Information,1.0,1
"""kalau saya pakai ip public dynamic akan terreset per kapan?",Information,1.0,1
"""jika saya tidak bayar bulanan selama 1 bulan, apakah akunnya masih bisa dilanjutkan?",Information,1.0,1
"""jika kabel modem saya putus karna digigit tikus apakah perbaikannya akan berbayar?",Problem,0.8,2
"""apakah biznet ada kompensasi jika internet saya mati berhari2?",Problem,0.6666666666666666,2
"""kenapa jaringan saya bermasalah akhir akhir ini?",Problem,0.5,2
"""apakah boleh saya reset modemnya?",Information,1.0,1
"""internet saya lambat sekali kalau akses ke google.com",Problem,1.0,2
"""kenapa lan saya tidak terhubung ke port 1 modem?",Problem,0.75,2
"""apakah biznet bisa blok 1 web?",Information,1.0,1
"""apakah teknisi biznet bisa setting router tambahan saya?",Problem,0.6666666666666666,2
"""apakah biznet menyewakan stb?",Information,1.0,1
"""cabang biznet area jaksel",Problem,0.0,2
"""i want to buy extra quota",Problem,0.0,2
"""internet saya mati",Problem,1.0,2
"""promo ada ?",Information,1.0,1
"""8+4 gaada min?",Information,1.0,1
"""kira kira 8+4 kapan tersedia nya ya?",Information,1.0,1
"""mau promo 2+1",Information,1.0,1
"""internet down min",Problem,1.0,2
"""internet terputus min",Problem,1.0,2
"""internet down min",Problem,1.0,2
"""mo relokasi",Request,1.0,3
"""mo ganti paket",Request,1.0,3
"""saya mau beli quota",Problem,0.0,2
"""i want to buy quota",Problem,0.0,2
"""inet down",Problem,1.0,2
"""kendala lambat",Problem,1.0,2
"""bisa informasikan untuk pengajuan sponsorship ke biznet?",Information,1.0,1
"""berapa harga pemasangan awal untuk layanan biznet home internet 1d untuk wilayah depok",Information,0.6666666666666666,1
"""i want to buy promo",Information,1.0,1
"""total setelah ppn dan beli modem",Problem,1.0,2
"""kapan untuk perluasan cakupan area biznet yang saat ini belum tercover?",Information,1.0,1
"""i want to relocation",Problem,0.0,2
"""saya mau relokasi",Request,1.0,3
"""bisa informasikan bandwidth yang didapatkan apabila berlangganan home internet 1d?",Information,1.0,1
"""boleh tanya min?",Information,1.0,1
"""ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?",Information,1.0,1
"""harga paket 0d berapa?",Information,1.0,1
"""aklau remote iptv rusak order kembali biayanya berapa?",Information,1.0,1
"""kalo harga paket 1d berapa?",Information,1.0,1
"""cara cek nomor sn biznet dimana?",Information,1.0,1
"""beli promo",Information,1.0,1
"""kalo harga paket 2d berapa?",Information,1.0,1
"""biznet apakah bisa berlangganan untuk lokasi high rise?",Information,1.0,1
"""sebutkan akun sosisal media layanan biznet seperti x, facebook  dan instagram?",Information,1.0,1
"""kalo harga paket gamers 3d berapa?",Information,1.0,1
"""apakah biznet home sudah menggunakan kabel fiber optic?",Information,1.0,1
"""ppn nya berapa persen min?",Information,1.0,1
"""dimana lokasi store branch biznet cimandala bogor?",Information,1.0,1
"""ada fup ga min?",Information,1.0,1
"""estimasi kendala internet down untuk kunjungan berapa lama?",Problem,0.5714285714285714,2
"""apakah biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?",Problem,0.6666666666666666,2
"""kalo mau pasang, apakah ada biaya pasang min?",Information,1.0,1
"""ada fup ga?",Information,1.0,1
"""mau relokasi",Request,1.0,3
"""harga paket 0d berapa min?",Information,1.0,1
"""kalo harga paket 1d berapa min?",Information,1.0,1
"""kalo harga paket 2d berapa min?",Information,1.0,1
"""kalo untuk main game, cocoknya paket apa ya min?",Information,1.0,1
"""bukannya ada paket gamers ya min?",Information,1.0,1
"""kuota itu fup ya min?",Information,1.0,1
"""sebutkan alasan kenapa saya harus pakai layanan biznet?",Problem,0.5,2
"""apakah biznet menyediakan wifi portable?",Information,1.0,1
"""min, ciri ciri tiang biznet gimana?",Information,1.0,1
"""kira kira kalau biznet maintenance apakah customer mendapatkan notifikasinya?",Information,1.0,1
"""kalau saya mendapatkan ping tinggi karena lambat apakah bisa dilakukan visit langsung?",Problem,0.8,2
"""untuk daerah sulawesi sudah ada layanan biznet belum min?",Information,1.0,1
"""bisa informasikan bandwidth yang diterima home internet 1d?",Information,1.0,1
"""paket apa yang tersedia untuk daerah sulawesi min?",Information,1.0,1
"""berikan alasan keapa kunjungan visit saya melebihi estimasi 1x24 jam atas kendala internet down?",Problem,0.8,2
"""sebutkan nama merk modem biznet?",Problem,0.6666666666666666,2
"""untuk daerah papua sudah ada layanan biznet belum min?",Information,1.0,1
"""nomor customer service biznet berapa min? saya mau telpon",Information,1.0,1
"""apakah kabel indihome lama bisa di pakai untuk kabel internet?",Information,1.0,1
"""koneksi agak anu ni",Problem,0.0,2
"""sudah restart masih lambat",Problem,1.0,2
"""untuk layanan home apakah fup atau unlimited?",Information,1.0,1
