text,label,auto_label_confidence
"""Jenis jenis paket Biznet Home apa aja min?""",Information,1.0
"""Untuk paket HOME 0D benefitnya apa aja?""",Information,1.0
"""Apakah area saya di cibarusah sudah tercakup?""",Information,1.0
"""Paket Home 3D benefitnya apa?""",Information,1.0
"""kelurahan tebet sudah tercakup blm ya?""",Information,1.0
"""Kalau biaya pemasangan baru berapa kak?""",Information,0.5555555555555556
"""Promo perpanjangan ada apa aja kak?""",Information,1.0
"""saya ingin mengecek masa aktif akun saya sampai kapan?""",Information,1.0
"""internet saya mati""",Problem,1.0
"""cara beli promo gemana ?""",Information,1.0
"""Relokasi layanan Biznet Home?""",Request,0.6666666666666666
"""saya ingin mengecek masa aktif akun saya sampai kapan?""",Information,1.0
"""apakah bisa membeli router tambahan dari biznet?""",Problem,0.6666666666666666
"""apakah ada pengeblokan port internet untuk layanan Biznet ?""",Information,1.0
"""Biaya relokasi layanan Biznet Home berapa kak?""",Information,0.7142857142857143
"""Untuk harga paket di lokasi batam apakah dikenakan PPN kak?""",Information,1.0
"""Kenapa VPN kantor saya tidak ada koneksi.""",Problem,1.0
"""Berapa harga STB Biznet?""",Information,1.0
"""Untuk biaya berlangganan IPTV berapa?""",Information,1.0
"""ping mobile legend tinggi""",Problem,0.0
"""kenapa hasil trace route ada RTO ?""",Problem,0.5
"""perbedaan speed dan bandwidth""",Information,1.0
"""Berapa lama IP Biznet Home terganti""",Information,1.0
"""Cara cek coverage layanan Biznet Home""",Request,1.0
"""Cara cek masa aktif layanan Biznet saya""",Problem,0.0
"""Troubleshoot internet lambat""",Problem,1.0
"""Troubleshoot modem blinking""",Problem,1.0
"""Kabel fiber saya ada yang putus kak, saya harus gimana ya?""",Problem,0.6666666666666666
"""Saya mau pasang Kak, untuk kebutuhan 3 orang kira-kira paket yang cocok apa ya?""",Information,1.0
"""Kalo untuk layanan IPTV ada ga kak?""",Information,1.0
"""Untuk STB nya apakah ada biaya lagi?""",Information,1.0
"""Baik, untuk estimasi pemasangan baru berapa lama kak?""",Request,0.5714285714285714
"""Untuk biaya pemasangannya apakah dibayarkan di awal?""",Information,1.0
"""Untuk layanan customer service Biznet Home bisa menghubungi kemana?""",Information,1.0
"""Registrasi pemasangan baru bisa melalui apa?""",Request,0.8
"""IP yang didapatkan dari paket Biznet Home apa ya Kak?""",Information,1.0
"""Untuk minimal berlangganannya selama berapa Bulan ya Kak?""",Information,1.0
"""Kalau telat melakukan pembayaran paket apakah ada denda kak?""",Information,1.0
"""Untuk biaya kunjungan petugas berapa?""",Information,1.0
"""Cara ubah password wifi di lokasi bagaimana?""",Information,1.0
"""SSID saya hilang, bagaimana mengatasinya?""",Information,1.0
"""Kenapa saya tidak bisa akses website lokal?""",Problem,0.75
"""SSID saya muncul, tapi tidak ada jaringan internetnya. Bagaimana ya kak agar bisa normal kembali?""",Information,1.0
"""Untuk username login myBiznet apa ya kak?""",Information,1.0
"""Bagaimana cara ubah alamat Email terdaftar kak?""",Information,1.0
"""Apakah layanan Biznet bisa diganti kepemilikan?""",Information,1.0
"""Cara cek status billing pembayaran?""",Information,1.0
"""Cek kode virtual akun pembayaran billing biznet home?""",Information,1.0
"""koneksinya lambat""",Problem,1.0
"""koneksinya lambat""",Problem,1.0
"""Internet saya putus""",Problem,1.0
"""Inwt mati ni""",Problem,1.0
"""Internet putus ni""",Problem,1.0
"""Oke terus paket bixnet ada apa aha sih?""",Information,1.0
"""cara cek kuota""",Problem,0.0
"""Koneksi Lambat""",Problem,1.0
"""Berapa harga paket 150mbps""",Information,1.0
"""Tidak Ada Koneksi""",Problem,0.0
"""Relokasi""",Request,1.0
"""Ubah Layanan""",Problem,0.0
"""kalau aku mau mengajukan penutupan akun apakah bisa?""",Information,1.0
"""Syarat Dan Ketentuan Layanan Biznet Home""",Information,1.0
"""Syarat Dan Ketentuan Layanan Biznet Home""",Information,1.0
"""cara melakukan registrasi ulang""",Problem,0.0
"""jaminan gangguan Layanan""",Problem,1.0
"""jumlah channel TV yang terdapat di dalam Layanan Biznet Biznet IPTV""",Problem,0.0
"""masa tenggang Biznet""",Problem,0.0
"""bagaimana cara ikut prooo?""",Information,1.0
"""bagaimana cara ikut promo?""",Information,1.0
"""ada promo apa saja yang berlaku?""",Information,1.0
"""bagimana mau promo 9+3?""",Information,1.0
"""kalo promo 3+1 gimana?""",Information,1.0
"""promo 8+4 ada?""",Information,1.0
"""saya maunya promo 6+6""",Information,1.0
"""biaya instalasi""",Information,1.0
"""mau 12+5 deh kak""",Problem,0.0
"""biaya perangkat Biznet WiFi Fiber Modem""",Problem,0.5
"""biaya  Home Internet 0DS""",Information,1.0
"""saya mau terminasi""",Request,1.0
"""biaya perangkat  layanan Biznet IPTV""",Information,1.0
"""Biaya yang timbul akibat relokasi""",Request,0.5
"""biaya setiap bulan  Biznet IPTV""",Information,1.0
"""garansi untuk perangkat Biznet WiFi Fiber Modem""",Problem,1.0
"""garansi perangkat Biznet IPTV STB""",Problem,0.0
"""biaya sewa perangkat setiap bulan  Biznet WiFi Fiber Modem""",Problem,0.5
"""biaya penalti Apabila Pelanggan melakukan terminasi sebelum habis masa kontrak""",Request,0.5
"""berapa lama proses instalasi hingga layanan aktif""",Information,1.0
"""proses penjadwalan instalasi, aktivasi dan relokasi membutuhkan waktu?""",Request,0.8
"""ara Mempercepat Jaringan WiFi Biznet""",Problem,0.0
"""Cara Mempercepat Jaringan WiFi Biznet""",Problem,0.0
"""Cara Mengatasi WiFi Biznet Lemot""",Problem,1.0
"""Biznet Smart Internet WiFi""",Problem,0.0
"""bagaimana cara terminasi""",Request,0.5
"""apakah modem saya akan dilakukan pengambilan?""",Problem,0.6666666666666666
"""apakah ada biaya terminasi?""",Information,0.6
"""syarat mengajukan terminasi apa saja?""",Information,0.7142857142857143
"""saya mau ganti modem""",Problem,1.0
"""bagaimana cara ganti modem""",Problem,0.5
"""cara ganti modem rusak""",Problem,1.0
"""cara beli router tambahan""",Problem,1.0
"""apakah bisa memanggil teknisi untuk setting router?""",Problem,0.6666666666666666
"""bagaimana cara memindahkan modem Biznet?""",Information,0.6
"""jenis paket internet biznet apa saja?""",Information,1.0
"""perbedaan jenis ip layanan biznet apa saja?""",Information,1.0
"""paket 1d jenis ip apa?""",Information,1.0
"""paket 2d jenis ip apa?""",Information,1.0
"""paket 3d jenis ip apa?""",Information,1.0
"""Bandiwth 1D berapa?""",Information,1.0
"""Bandiwth 2D berapa?""",Information,1.0
"""Bandiwth 3D berapa?""",Information,1.0
"""bagaimana cari downgrade?""",Request,0.6666666666666666
"""bagaimana cara upgrade?""",Information,0.6
"""internet saya lambat""",Problem,1.0
"""internet saya putus sambung""",Problem,1.0
"""ada lampu loss merah""",Problem,0.0
"""bagaimana cara cek status modem?""",Information,0.6
"""apakah ada layanan IP Statik?""",Information,1.0
"""bagaimana agar ip saya berubah?""",Information,1.0
"""modam saya mati total""",Problem,1.0
"""bagaimana cek sisa kuota saya?""",Information,1.0
"""bagaimana cara ganti password wifi""",Information,1.0
"""bagaimana cek apakah modem sudah support 5G?""",Problem,0.6666666666666666
"""kapan saya harus isi ulang kuota?""",Information,1.0
"""bagaimana cara beli xtra kuota?""",Information,1.0
"""berapa jumlah bandwodth over kuota?""",Information,1.0
"""berapa perangkat untuk 0d?""",Information,1.0
"""berapa perangkat untuk 1D?""",Information,1.0
"""berapa perangkat untuk 2D?""",Information,1.0
"""berapa perangkat untuk 3D?""",Information,1.0
"""berapa perangkat untuk 0ds?""",Information,1.0
"""berapa perangkat untuk 1ds?""",Information,1.0
"""berapa perangkat untuk 2ds?""",Information,1.0
"""berapa perangkat untuk 3ds?""",Information,1.0
"""berapa perangkat untuk 0dw?""",Information,1.0
"""berapa perangkat untuk 1dw?""",Information,1.0
"""berapa perangkat untuk 2dw?""",Information,1.0
"""berapa perangkat untuk 3dw?""",Information,1.0
"""berapa perangkat untuk 1dn?""",Information,1.0
"""paket 1dn untuk area mana?""",Information,1.0
"""paket 1ds untuk area mana?""",Information,1.0
"""harga net dari layanan 3D gamers berapa?""",Information,1.0
"""Layanan yang di sarankan untuk menggunakan CCTV""",Problem,0.0
"""Layanan Biznet Home yang di rekomendasikan untuk main game""",Problem,0.0
"""internet lambat sekali, ada saran mengatasinya?""",Problem,0.6666666666666666
"""keunggulan layanan 0D apa aja ya""",Problem,0.0
"""apakah layanan biznet home 0D dapat digunakan untuk CCTV?""",Information,1.0
"""internet saya lampu los berkedip, itu kenapa ya?""",Problem,0.75
"""jika internet putus nyambung itu kenapa ya?""",Problem,0.75
"""saya dan tetangga saya internetnya biznetnya mati, itu kenapa ya?""",Problem,0.75
"""ada promo apa saja pada bulan desember ini?""",Information,1.0
"""kalo saya mau promo 3+1 layanan 0D, kena berapa tagihannya?""",Information,1.0
"""bisa tidak pengajuan IPTV untuk layanan 0D?""",Information,1.0
"""layanan apa ya kalo saya mau pasang IPTV yang cocok?""",Information,1.0
"""saya mau pasang IPTV dong, gimana caranya?""",Information,1.0
"""kalo layanan saya 1D dan ingin menggunakan IPTV, tagihannya di kenakan berapa?""",Information,1.0
"""Untuk STB IPTV free atau dikenakan biaya?""",Information,1.0
"""layanan 3D tidak dapat buka game ps4 online, itu kenapa?""",Problem,0.5
"""jika kita tidak dapat akses website game steam dengan menggunakan layanan 3D itu kenapa ya?""",Problem,0.5
"""Saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?""",Problem,0.5
"""layanan saya biznet 3D, saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?""",Problem,0.5
"""Internet saya down sejak semalam bisa di bantu?""",Problem,0.6666666666666666
"""tanggal berapa biasanya akan terdebet untuk kartu kredit?""",Information,1.0
"""tanggal berapa biasanya akan terdebet untuk payment via kartu kredit?""",Information,1.0
"""Internet saya down bisa di cek""",Problem,1.0
"""untuk permintaan add on kouta bisa melalui apa saja?""",Information,0.6
"""di area gunung putri sudah ada jaringan belum?""",Information,1.0
"""Halo internet saya down""",Problem,1.0
"""Internet saya down""",Problem,1.0
"""Cara rubah paket gimana""",Problem,0.0
"""Internet saya down""",Problem,1.0
"""Halo internet saya down bisa di cek?""",Problem,0.6666666666666666
"""harga Biznet Home 1D berapa ya?""",Information,1.0
"""Harga Biznet Home 1D berapa?""",Information,1.0
"""bisa di bantu informasikan menu quota tambahan biznet home?""",Information,1.0
"""apakah quota tambahan akan hangus jika FUP utama sudah reset?""",Information,1.0
"""Apakah extra quota memiliki harga yang sama pada setiap layanan Biznet Home?""",Information,1.0
"""langkah langkah lakukan bridge modem Biznet bagaimana?""",Problem,0.6666666666666666
"""jika router external kami rusak, apakah dapat dibantu dari sisi Biznet?""",Problem,0.6666666666666666
"""apakah pergantian layanan menghanguskan sisa masa aktif?""",Information,1.0
"""apakah dikenakan biaya tambahan jika ingin merubah layanan?""",Information,1.0
"""apakah pergantian layanan dan pembelian modem bisa di proses secara bersamaan?""",Problem,0.6666666666666666
"""Apakah pembelian modem akan menghanguskan sisa masa aktif?""",Problem,0.6666666666666666
"""saya ingin membeli modem dengan layanan 1D, berapa biaya yang harus saya keluarkan?""",Information,0.7142857142857143
"""apakah kita dapat masuk ke pengaturan modem pribadi?""",Problem,0.6666666666666666
"""saya ingin mengganti password wifi secara mandiri, apakah dapat dilakukan?""",Information,1.0
"""saya tidak dapat akses website tertentu, dapat dibantu?""",Information,1.0
"""Halo internet saya down""",Problem,1.0
"""Saya tidak dapat akses youtube.com, apakah dapat dibantu?""",Information,1.0
"""jika saya relokasi apakah dikenakan biaya?""",Information,0.6
"""Bagaimana cara setting smtp email menggunakan jaringan biznet""",Information,1.0
"""saya ingin pindah dari jakarta ke bali, apakah dapat dilakukan relokasi?""",Request,0.6666666666666666
"""Apakah saya perlu membwa modem ke lokasi baru jika ingin relokasi?""",Problem,0.4
"""kenapa koneksi saya sering RTO ketika akses beberapa website?""",Problem,0.5
"""Jika saya ingin memindahkan modem dari lantai 1 ke lantai 2, apakah dikenakan biaya?""",Information,0.6
"""saya ingin menambah router tamban untuk memperluas jaringan Biznet, apakah ada rekomendasi perangkat?""",Problem,0.6666666666666666
"""kenapa saya tidak bisa akses disney hotstar? keterangannya koneksi saya menggunakan vpn""",Problem,0.75
"""apakah *Deco M4 TP-Link Mesh* menggunakan kabel atau wireless?""",Information,1.0
"""bagaimana cara saya mengetahui IP dari game di pc saya?""",Information,1.0
"""apakah biznet Home meyediakan IP static?""",Information,1.0
"""kenapa jaringan saya suka up down dalam beberapa hari terakhir?""",Problem,0.75
"""Saya ingin membuka warnet, layanan Biznet apa yang cocok untuk warnet?""",Information,1.0
"""apakah untuk layanan 3D mendapatkan ip static?""",Information,1.0
"""Bisa dibantu langkah untuk mengatur NAT pada playstation?""",Information,1.0
"""bagaimana saya cek sisa kuota saya?""",Information,1.0
"""apakah layanan 0D dapat digunakan sampai dengan 10 perangkat?""",Information,1.0
"""saya ingin mengaktifkan akun saya kembali namun saya terakhir melakukan pembayaran 2 bulan yang lalu. Apakah bisa di bantu?""",Request,0.6666666666666666
"""saya tidak dapat akses game handphone melalui biznet home 1D, ada saran?""",Information,1.0
"""saya ingin membeli modem apakah bisa di proses di hari ini?""",Problem,0.4
"""Saya ingin membayarkan tagihan melalui bank bsi, apakah bisa?""",Information,1.0
"""remote iptv saya rusak""",Problem,0.0
"""Apakah IP akan terganti jika kita restart modem dengan layanan Bizne Home?""",Problem,0.6666666666666666
"""berapa biaya pergantian remote IPTV""",Information,1.0
"""Saya ingin mengganti data pada akun layanan saya, bisa dibantu?""",Information,1.0
"""berapa lama garansi modem biznet?""",Information,0.6
"""apakah biznet ada sistem kontrak untuk pemasangan baru?""",Request,0.8
"""bukti pembayaran saya belum terima""",Problem,0.0
"""Bagaimana cara saya merubah password wifi saya?""",Information,1.0
"""Berapa kapasitas bandwidth yang bisa di dapatkan jika saya menggunakan kabel LAN?""",Information,1.0
"""saya mau cek quota saya""",Problem,0.0
"""bagaimana cara ubah jaringan saya dengan mode bridge""",Information,1.0
"""internet saya tidak bisa di gunakan pada macbook saya""",Problem,1.0
"""kenapa bandwidth saya tidak sesuai dengan paket yang saya ambil""",Information,0.6666666666666666
"""Kenapa saya tidak bisa menggunakan port 525""",Problem,1.0
"""bagaimana cara membatasi penggunaan koneksi di modem biznet""",Problem,0.5
"""Bagaimana cara aktivasi akun MyBiznet?""",Information,1.0
"""Internet saya lambat bandwidthnya tidak sesuai""",Problem,1.0
"""Bagaimana cara cek ping dan tracert""",Information,1.0
"""bagaimana jika saya ingin melakukan penambahan layanan pemasangan di lokasi baru?""",Request,0.6666666666666666
"""Saya mau melakukan perpanjangan wifi""",Problem,0.0
"""saya ingin tau promo yang berlaku""",Information,1.0
"""Berapa nomor virtual account untuk melakukan pembayaran.""",Information,1.0
"""Nomor virtual account BSI""",Problem,0.0
"""info masa tenggang""",Information,1.0
"""cara perpanjang""",Request,1.0
"""cara langganan iptv gimana""",Problem,0.0
"""bisa combo sama home 0d ngga""",Problem,0.0
"""kalau dicombo sama 1d bisa?""",Information,1.0
"""jadi total tagihan aku kalau sama IPTV berapa?""",Information,1.0
"""lupa email login aplikasi""",Problem,0.0
"""Mau tanya kok tempat saya ssidnya hilang ya ?""",Problem,0.5
"""sudah, tapi masih hilang""",Problem,0.0
"""parameter modem normal apa""",Problem,1.0
"""pon blinking""",Problem,0.0
"""mau downgrade""",Request,1.0
"""kalau downgrade sekarang, masa aktifku gimana?""",Request,0.6666666666666666
"""masa aktifku sampai kapan?""",Information,1.0
"""berarti ngga bisa downgrade sekarang ya?""",Request,0.5
"""paket yang lebih rendah dari yg kupakai sekarang ada apa aja?""",Information,1.0
"""ada kompensasi ngga kalau nanti ada kendala""",Problem,1.0
"""kalau mau minta invoice gimana""",Request,1.0
"""kalau ngga bisa bayar lebih dari 45 hari gimana min""",Problem,1.0
"""kok ga bisa akses situs perbankan""",Problem,1.0
"""min mau daftar untuk di  JL TLK LAMPUNG""",Problem,0.0
"""di lampung ada paket apa aja""",Information,1.0
"""biaya instalasi sama modem berapa?""",Information,0.7142857142857143
"""ada promo apa aja untuk lampung""",Information,1.0
"""cara pasang baru, di JL PULAU SULAWESI""",Request,1.0
"""sulawesi ada paket apa aja""",Information,1.0
"""kalau mau relokasi gimana""",Request,1.0
"""mau ubah status modem jadi buy min""",Problem,1.0
"""mau ikut promo""",Information,1.0
"""cara login ke aplikasi gimana""",Problem,0.0
"""cara beli ekstra kuota gimana""",Problem,0.0
"""itu kapan resetnya""",Information,1.0
"""mau terminasi""",Request,1.0
"""min sewa sama beli modem bedanya apa""",Problem,1.0
"""min portnya keblokir""",Problem,0.0
"""tipe kabelnya apa min""",Problem,0.0
"""biznet jualan router ngga biar sinyal jauh""",Problem,1.0
"""mau pindah modem cuman geser dikit gimana caranya""",Problem,1.0
"""min, TV ngga ada channel""",Problem,0.0
"""ada internet ngga bisa browsing""",Problem,1.0
"""min dns biznet apa""",Problem,0.0
"""ngga bisa kirim email pakai internet biznet""",Problem,1.0
"""username password pppoe aku apa""",Problem,1.0
"""mau setting modem sendiri gimana caranya""",Problem,1.0
"""cara tau vlan id gimana min""",Problem,0.0
"""bisa nambah modem lagi min?""",Problem,0.6666666666666666
"""harga pasang baru di lokasi sama min""",Request,0.5
"""ada paket apa aja min""",Information,1.0
"""Mau cek kuota dong""",Problem,0.0
"""Halo internet saya down""",Problem,1.0
"""Halo internet saya down""",Problem,1.0
"""Paket biznet""",Problem,0.0
"""Cara login ke aplikasi genana ?""",Information,1.0
"""Web biznet""",Problem,0.0
"""Halo internet saya down bisa di bantu cek?""",Problem,0.6666666666666666
"""internet down sejak semalam""",Problem,1.0
"""Halo internet saya down bisa di cek?""",Problem,0.6666666666666666
"""Kalo beli modem beraps""",Problem,1.0
"""Min informasi paket yang bisa 10 device""",Information,1.0
"""Cara download aplikasi my biznet dimana""",Information,1.0
"""Halo internet saya down bisa di cek?""",Problem,0.6666666666666666
"""Saya ingin berlangganan namun bingung harus mulai darimana?""",Information,1.0
"""Cara mengetahui alamat sudah tercover atau belum gimana?""",Information,1.0
"""Jalan aster blok d5 no6 kelurahan sukatani kecamatan tapos kota depok kode pos 16454 apakah sudah tercover jaringan interner Biznet?""",Information,1.0
"""Untuk proses selanjutnya jika alamat tempat tinggal saya sudah tercover jaringan Biznet seperti apa atau bagimana?""",Information,1.0
"""jl. kerajinan 1 puri bunga amanah blok c/13 udah ke cover belum""",Problem,0.0
"""Saya sudah membuka website Biznethome.net namun tidak menemukan menu pendaftaran, bisa dibantu?""",Information,1.0
"""Min internet lambat""",Problem,1.0
"""Min internet dirumah indikator LOS nya merah, kenapa ya?""",Problem,0.75
"""Kalau internet lambat disebabkan apa min""",Problem,1.0
"""Perbedaan IP Biznet Home 0D sama Gamers 3D apa min""",Problem,0.0
"""Cara ganti nama akun gimana""",Problem,0.0
"""Kalau ganti nama akun, ada biaya nya engga?""",Information,1.0
"""Pengen ganti paket 25 Mbps ada ga?""",Request,0.6666666666666666
"""harga biznet home 1 D berapa?""",Information,1.0
"""harga biznet home 1D berapa?""",Information,1.0
"""Internet down, bagaimana ni?""",Problem,0.6666666666666666
"""Cara ganti password secara mandiri gmna""",Problem,0.0
"""Min modem saya gak mau nyala""",Problem,1.0
"""Biznet home ada batas pembayaran ga?""",Information,1.0
"""Internet down nih""",Problem,1.0
"""internet down nih gemana ?""",Problem,0.6666666666666666
"""Internet down nih""",Problem,1.0
"""Min kalau modem rusak gimana ya?""",Problem,0.6666666666666666
"""Min saya bisa ga menonaktifkan layanannya dulu 2 bulan""",Problem,0.0
"""Jika sedang terjadi gangguan massal atau kendala area dari sisi Biznet apakah pelanggan akan dapat informasi terkait hal tersebut tanpa harus menanyakan?""",Problem,0.5714285714285714
"""Biznet ada layanan free wifi di tempat umum ga?""",Information,1.0
"""Saya ingin menggunakan cctv, paket layanan biznet home apa yang cocok untuk penggunaan cctv?""",Information,1.0
"""Min Biznet ada perangkat buat memperluas jangkauan Wifi engga?""",Information,1.0
"""Min layanan Biznet home bisa buat RT RW net engga?""",Information,1.0
"""Min saya dibatam, kena PPN 11% ga?""",Information,1.0
"""Kapan sebaiknya saya melakukan perubahan paket layanan internet saya?""",Information,1.0
"""Min reset FUP tanggal berapa""",Information,1.0
"""Saya ingin merubah skema penggunaan modem saya saat ini dari sewa menjadi beli apakah bisa?""",Problem,0.6666666666666666
"""Jika saya melakukan pembelian modem apakah biaya sewa yang selama ini dikenakan akan hilang? dan apa keuntungan yang pelanggan dapatkan dari melakukan pembelian modem?""",Information,0.6
"""Kalau berhenti berlangganan gimana caranya""",Request,1.0
"""Biaya relokasi berapa min?""",Information,0.7142857142857143
"""Apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?""",Problem,0.6666666666666666
"""Ada garansi untuk perangkat *TP-Link Deco M4 Smart Internet Mesh WiFi* setelah pembelian ga""",Problem,0.0
"""Berapa lama waktu yang dibutuhkan untuk melakukan pembelian modem?""",Information,0.6
"""Jika saya tetap menggunakan modem dengan skema, dan terjadi kerusakan pada modem, apakah bisa dilakukan perbaikan atau pergantian untuk modemnya?""",Problem,0.6666666666666666
"""ada garansi untuk perangkat Set top Box untuk Biznet IPTV ga min""",Problem,0.0
"""Min tolong kirimkan teknisi kelokasi, modem saya LOS""",Problem,0.6666666666666666
"""Min kalau pindahin perangkat ke sebelah rumah bayar ga?""",Information,1.0
"""Min kirimin pricelist paket internet""",Problem,0.0
"""Internet saya sangat lambat, apakah dapat dibantu dioptimalkan?""",Problem,0.6666666666666666
"""Min di App MyBiznet bisa beli promo engga?""",Information,1.0
"""Min saya punya 2 perangkat dengan ID layanan yang berbeda, tapi ko di app MyBiznet cuma 1 yang terbaca""",Problem,0.0
"""Kenapa speed upload dan download jaringan internet biznet saya tidak simetris?""",Problem,0.5
"""Min kalau ganti paket tapi cuma 2 hari bisa engga?""",Request,0.6666666666666666
"""Untuk perubahan paket layanan membutuhkan waktu berapa lama?""",Information,1.0
"""Min saya sewa modem biznet, tapi pengen ganti modem baru bisa engga?""",Problem,0.6666666666666666
"""Apakah mybiznet sudah tersedia di playstore atau appstore?""",Information,1.0
"""Bagaimana cara login ke MyBiznet apakah ada tutorial atau langkah langkahnya?""",Information,1.0
"""Saya ingin melakukan relokasi, namun untuk lokasi baru saya belum tercakup jaringan internet biznet, apa yang harus saya lakukan?""",Request,0.6666666666666666
"""Min cara liat ID pembayaran dimana""",Information,1.0
"""Saya melakukan salah bayar tagihan hanya karena salah 1 digit saat memasukan nomor billing ID, apakah ada solusi?""",Information,1.0
"""Saya melakukan pembayaran tagihan internet Biznet namun nominal nya kelebihan, apakah pembayaran saya tetap di proses?""",Information,1.0
"""Cara memblokir pengguna wifi gimana""",Problem,0.0
"""Berapa harga perbulan untuk layanan IPTV dan apakah saya perlu melakukan pembelian alatnya?""",Information,1.0
"""Ada berapa channel yang tersedia pada layanan IPTV Biznet?""",Information,1.0
"""Min kalau saya pake perangkat modem temen saya bisa ga? sama sama biznet""",Problem,0.6666666666666666
"""Halo, bagaimana cara berlangganan?""",Information,1.0
"""iya saya memerlukan bantuan, boleh berbicara dengan live agent?""",Information,1.0
"""internet down nih gemana ?""",Problem,0.6666666666666666
"""koneksinya lambat""",Problem,1.0
"""jumlah channel TV yang terdapat di dalam Layanan Biznet Biznet IPTV""",Problem,0.0
"""berapa perangkat untuk 0dw?""",Information,1.0
"""berapa perangkat untuk 1dw?""",Information,1.0
"""Internet mati nih""",Problem,1.0
"""paket 1dn untuk area mana?""",Information,1.0
"""paket 1dn untuk area mana?""",Information,1.0
"""halo""",Problem,0.0
"""paket 1ds untuk area mana?""",Information,1.0
"""layanan 3D tidak dapat buka game ps4 online, itu kenapa?""",Problem,0.5
"""layanan saya Biznet 3D, saat akses game cukup lambat, namun akses youtube normal, ada solusinya ga?""",Problem,0.6666666666666666
"""Halo saya ingin menghubungi customer service""",Problem,0.0
"""apakah kita dapat masuk ke pengaturan modem pribadi?""",Problem,0.6666666666666666
"""Jika saya ingin memindahkan modem dari lantai 1 ke lantai 2, apakah dikenakan biaya?""",Information,0.6
"""apakah Deco M4 TP-Link Mesh bisa digunakan untuk bangunan bertingkat?""",Information,1.0
"""kenapa jaringan saya suka up down dalam beberapa hari terakhir?""",Problem,0.75
"""saya mau topup""",Problem,0.0
"""berapa biaya pergantian remote IPTV""",Information,1.0
"""saya mau renewal""",Problem,0.0
"""bagaimana jika saya ingin melakukan penambahan layanan pemasangan di lokasi baru?""",Request,0.6666666666666666
"""Berapa nomor virtual account untuk melakukan pembayaran.""",Information,1.0
"""Saya mau melakukan perpanjangan wifi""",Problem,0.0
"""Customer Service""",Problem,0.0
"""Nomor virtual account BSI""",Problem,0.0
"""Masa aktif saya brp?""",Information,1.0
"""cara langganan iptv gimana""",Problem,0.0
"""btn_chat_live_agent""",Problem,0.0
"""hubungi live agent""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""mo beli extra quota""",Problem,0.0
"""lupa email login aplikasi""",Problem,0.0
"""sulawesi ada paket apa aja""",Information,1.0
"""cara login ke aplikasi gimana""",Problem,0.0
"""itu (kuota FUP) kapan resetnya""",Information,1.0
"""biznet jualan router ngga biar sinyal jauh""",Problem,1.0
"""min, ada beberapa channel TV yang ilang""",Problem,0.0
"""username password pppoe aku apa""",Problem,1.0
"""Cara download aplikasi my biznet dimana""",Information,1.0
"""Cara mengetahui alamat sudah tercover atau belum gimana?""",Information,1.0
"""Apakah saya bisa datang langsung datang ke cabang Biznet terdekat dari lokasi saya untuk menanyakan terkait ingin melakukan pendaftaran jaringan internet Biznet dirumah saya?""",Information,1.0
"""Apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?""",Problem,0.6666666666666666
"""Ada garansi untuk perangkat TP-Link Deco M4 Smart Internet Mesh WiFi setelah pembelian ga""",Problem,0.0
"""ada garansi untuk perangkat Set top Box untuk Biznet IPTV ga min""",Problem,0.0
"""Internet saya sangat lambat, apakah dapat dibantu dioptimalkan?""",Problem,0.6666666666666666
"""sulawesi ada paket apa aja""",Information,1.0
"""mo beli extra quota""",Problem,0.0
"""min kendala ke facebook berikut hasil tracert : Tracing route to facebook.com [31.13.95.35]\nover a maximum of 30 hops:\n\n  1     1 ms    <1 ms    <1 ms  192.168.240.1\n  2     1 ms     2 ms     1 ms  172.16.4.2\n  3     3 ms     5 ms     3 ms  202.169.33.1\n  4     3 ms     3 ms     3 ms  182.253.255.90\n  5     3 ms     6 ms     3 ms  ae0.pr03.cgk1.tfbnw.net [157.240.86.242]\n  6     2 ms     2 ms     2 ms  po203.asw02.cgk1.tfbnw.net [129.134.39.48]\n  7     2 ms     2 ms     3 ms  psw01.cgk1.tfbnw.net [129.134.58.47]\n  8     2 ms     2 ms     2 ms  msw1ag.02.cgk1.tfbnw.net [129.134.91.183]\n  9     2 ms     2 ms     2 ms  edge-star-mini-shv-02-cgk1.facebook.com [31.13.95.35]""",Problem,1.0
"""ow gitu coy, kalo masih lambat gimana""",Problem,1.0
"""Internet saya down bisa di cek?""",Problem,0.6666666666666666
"""apakah bisa membeli router tambahan dari biznet?""",Problem,0.6666666666666666
"""apakah jika modem rusak bisa diganti dengan yang baru?""",Problem,0.6666666666666666
"""apakah bisa request untuk pembayaran setiap ditanggal tertentu?""",Information,1.0
"""bagimana prosedur berhenti berlangganan IPTV?""",Request,0.6666666666666666
"""bagimana cara add on extra kouta?""",Request,0.6666666666666666
"""channel tv yang tersedia dibiznet apa saja?""",Information,1.0
"""nomor call center biznet home""",Problem,0.0
"""cara reset password mybiznet""",Request,1.0
"""cara merubah e-mail terdaftar""",Problem,0.0
